,dataset_size,nmad,sigma_3,sigma_5,mean_res,max_res
0,1859.0,0.0391216971564693,12.80388978930308,8.752025931928689,0.0002373614146099939,0.0010190044069200996
0,1673.0,0.042508798941131264,13.290113452188008,7.941653160453808,0.0007023450176196121,0.0022237850726630247
0,1487.0,0.04098838677624375,14.424635332252835,10.372771474878444,0.0009546212869514471,0.0027815943360303226
0,1301.0,0.04353101253452996,15.0974025974026,8.928571428571429,0.0012637159770178574,0.002836480810360684
0,1115.0,0.0449201014385025,15.422077922077923,9.902597402597403,0.001821034204947962,0.006862675227416977
0,929.0,0.04381826932235731,13.614262560777956,9.562398703403566,0.001959561022084084,0.005649909940728384
0,743.0,0.04479530827880497,14.285714285714285,10.714285714285714,0.0011401166084578755,0.0037923220558289594
0,557.0,0.04104255768344183,14.424635332252835,9.238249594813615,0.0019322232911614444,0.0056480249712317935
0,371.0,0.049774821152896984,16.85575364667747,11.183144246353322,0.004158199463647182,0.013473206810281408
0,185.0,0.05508869923681417,26.25607779578606,15.721231766612643,0.008570988872472906,0.02453492173545311
0,1859.0,0.039102441545609545,13.452188006482983,9.076175040518638,0.00020260863481426548,0.001146079079610042
0,1673.0,0.0424290523782381,13.290113452188008,8.103727714748784,0.0007583510149083769,0.003030047200500968
0,1487.0,0.04177634632229661,15.07293354943274,10.21069692058347,0.0008671001201862676,0.003043064175940244
0,1301.0,0.04175273803453925,14.61038961038961,9.415584415584416,0.0010191601856494987,0.002221565023134656
0,1115.0,0.04500612656423424,15.746753246753247,10.38961038961039,0.0017607420432019507,0.006618722240660234
0,929.0,0.04413048616504526,13.776337115072934,9.40032414910859,0.0018124337934267982,0.005411194814738895
0,743.0,0.04449658159230086,12.965964343598054,9.886547811993516,0.0012412274860346452,0.003582713766407684
0,557.0,0.043435422019749335,14.26256077795786,9.562398703403566,0.0018410578090750985,0.004426391589922798
0,371.0,0.049368932322735315,17.504051863857377,11.183144246353322,0.0040597974242122595,0.012292730740464058
0,185.0,0.05308895735694418,26.904376012965965,15.883306320907616,0.008670353799421767,0.022644554135417203
0,1859.0,0.0391216971564693,12.80388978930308,8.752025931928689,0.0002373614146099939,0.0010190044069200996
0,1673.0,0.04234142242715569,13.938411669367909,8.427876823338735,0.0007842347630614607,0.003153683082304772
0,1487.0,0.041626316828284,14.100486223662884,9.724473257698541,0.0008594093546598793,0.00262738082596571
0,1301.0,0.04086120297838671,14.100486223662884,9.238249594813615,0.0008936338613717336,0.0028626798340795814
0,1115.0,0.04397129110803925,15.746753246753247,10.876623376623376,0.0017968653134089287,0.006838991498523966
0,929.0,0.0438131958683744,13.474025974025974,9.090909090909092,0.0017762158209414498,0.005337050594611976
0,743.0,0.0451615296391995,13.614262560777956,10.048622366288493,0.0012257248939341284,0.0035380496805987676
0,557.0,0.04104472777576888,14.100486223662884,9.238249594813615,0.001972529262162049,0.006064260943807221
