,pc0,pc1,nmad,sigma_3,sigma_5,mean_res,max_res
0,0.0,0.0,0.0356101664736431,14.910858995137763,9.076175040518638,0.0012162753461280606,0.003123469066894967
0,0.0,0.001,0.03494355804611121,15.235008103727715,9.076175040518638,0.0017305842517045646,0.004668402633322858
0,0.0,0.005,0.034072988900871876,14.58670988654781,8.427876823338735,0.001393607870222943,0.003633498129931732
0,0.0,0.01,0.03521500383585028,14.748784440842789,8.103727714748784,0.0015509910634882872,0.005614954548066767
0,0.0,0.02,0.03544802070815822,11.507293354943274,5.9967585089141,0.0006760950718752385,0.0027409693894016925
0,0.005,0.0,0.03574863583532682,14.26256077795786,8.589951377633712,0.0007279168995179112,0.0023599740891973916
0,0.005,0.001,0.03445782285627261,15.07293354943274,8.589951377633712,0.001124389593494455,0.0036882102144703537
0,0.005,0.005,0.03519003539352811,13.614262560777956,7.779578606158834,0.00115558292219884,0.002916657289404338
0,0.005,0.01,0.03670877081925485,13.614262560777956,7.779578606158834,0.0010559740161421992,0.002775820789707927
0,0.005,0.02,0.03520066462438958,10.53484602917342,6.3209076175040515,0.00033088145723625135,0.002108425714053902
0,0.01,0.0,0.03600895555846842,14.100486223662884,8.589951377633712,0.000958927080297058,0.002346885643820619
0,0.01,0.001,0.03668499928675132,13.614262560777956,7.6175040518638575,0.0009168963505271374,0.002955780041025624
0,0.01,0.005,0.03625148839880337,14.424635332252835,8.427876823338735,0.0009513758315513412,0.0038237720430834405
0,0.01,0.01,0.03467374103856924,11.507293354943274,6.158833063209076,0.0007275959872944617,0.002816662564439968
0,0.01,0.02,0.03334518941714961,10.21069692058347,5.6726094003241485,0.00013586154091727327,0.0009513336226484408
0,0.015,0.0,0.035908470218653614,14.58670988654781,7.941653160453808,0.0008621570171744404,0.003362183268565896
0,0.015,0.001,0.035881774274979274,12.479740680713128,8.103727714748784,0.0006010725042612748,0.002778887676853908
0,0.015,0.005,0.035274561610014785,12.479740680713128,6.807131280388978,0.00041285931657577044,0.0014016683689096795
0,0.015,0.01,0.035219102050549615,10.21069692058347,6.3209076175040515,0.00024039487709897863,0.0009771109968401976
0,0.015,0.02,0.03511180582262935,10.696920583468396,5.6726094003241485,0.0003483489799116761,0.0016344226775291937
0,0.02,0.0,0.03782213885640707,12.641815235008103,7.779578606158834,0.0004465643275997375,0.002468950764790134
0,0.02,0.001,0.036648465983009186,12.317666126418152,7.293354943273905,0.00034349427584315833,0.0015916463889457078
0,0.02,0.005,0.03647905680576233,11.345218800648297,6.645056726094004,0.00031949690629695345,0.00113524026282019
0,0.02,0.01,0.03476968912166581,10.21069692058347,5.834683954619125,0.00047846333949532355,0.001502427195378559
0,0.02,0.02,0.03476477444588743,10.53484602917342,5.834683954619125,0.0009941636776332127,0.003888326296052251
0,0.025,0.0,0.03523253957306745,11.345218800648297,6.3209076175040515,0.0002898753827857913,0.0011829088541265565
0,0.025,0.001,0.036091927376464085,11.9935170178282,6.482982171799027,0.00017158039642709068,0.0010324425716159997
0,0.025,0.005,0.03556796053205794,10.372771474878444,5.186385737439222,0.0002610193211940614,0.0011374429054558965
0,0.025,0.01,0.036271381156785125,11.021069692058347,5.6726094003241485,0.00036637206234011946,0.0013325428554103206
0,0.025,0.02,0.03438438445590853,9.886547811993516,5.186385737439222,0.0007204466477707976,0.0028875222991468193
0,0.03,0.0,0.03670595287999364,13.452188006482983,8.103727714748784,0.00015537123048557175,0.0011321058695213874
0,0.03,0.001,0.03655257127850754,11.831442463533225,7.779578606158834,0.0001504251567376612,0.001179887420033456
0,0.03,0.005,0.03847045894165579,11.183144246353322,5.9967585089141,0.00016633859009809683,0.0009530137263444558
0,0.03,0.01,0.037097553882118814,9.562398703403566,5.9967585089141,0.00035422122656272165,0.0010313254500006665
0,0.03,0.02,0.03635895887739851,10.048622366288493,5.510534846029174,0.001028636729836302,0.004049568265903042
0,0.035,0.0,0.03807253031480216,10.85899513776337,7.13128038897893,0.0001519076510525292,0.00135220446717731
0,0.035,0.001,0.03909093240680124,11.507293354943274,7.293354943273905,0.00021187518191635813,0.0014199549523915595
0,0.035,0.005,0.0356403761193669,9.724473257698541,5.9967585089141,0.00040365950644809766,0.0016037097853944591
0,0.035,0.01,0.03551146939609585,10.53484602917342,6.645056726094004,0.000652838598201277,0.0031727885380373423
0,0.035,0.02,0.03665176275129479,10.048622366288493,5.834683954619125,0.0007927001108669415,0.003533819277540617
0,0.04,0.0,0.037571011630222396,12.317666126418152,8.26580226904376,0.00031470736593972205,0.0014290658692129245
0,0.04,0.001,0.037736105751563206,12.317666126418152,8.427876823338735,0.00045116461790181266,0.002512187931622125
0,0.04,0.005,0.037034525711382334,10.048622366288493,7.13128038897893,0.0005011042872186965,0.0021044448195658904
0,0.04,0.01,0.03714597380282851,11.021069692058347,6.645056726094004,0.0007322512953393637,0.002310569211606046
0,0.04,0.02,0.037052956297810725,8.26580226904376,5.348460291734198,0.001054766876777744,0.0040712411879967715
