,pc0,pc1,nmad,sigma_3,sigma_5,mean_res,max_res
0,0.0,0.0,0.029493721457205614,14.748784440842789,8.589951377633712,0.0019406998362223185,0.004675913759215711
0,0.0,0.001,0.030101726335052443,14.100486223662884,8.914100486223662,0.0030385725893044067,0.010201146490233072
0,0.0,0.005,0.03024984136785476,12.317666126418152,6.9692058346839545,0.0022412006162665895,0.0062258125119629805
0,0.0,0.01,0.029051751175922465,11.183144246353322,6.158833063209076,0.002294421434116242,0.00678768746648678
0,0.0,0.02,0.029764033101839074,9.562398703403566,4.862236628849271,0.0005704469088684066,0.0017330851316292588
0,0.005,0.0,0.030285417383968484,12.317666126418152,7.455429497568882,0.0015119188528163032,0.004161847923433409
0,0.005,0.001,0.029810790929679563,12.641815235008103,9.076175040518638,0.0018849351874483157,0.005514788066637232
0,0.005,0.005,0.029299476527807847,11.021069692058347,7.13128038897893,0.0015744261202090895,0.00370702912545779
0,0.005,0.01,0.029053819878304236,9.724473257698541,6.3209076175040515,0.0013179382874144343,0.003987354134484032
0,0.005,0.02,0.02796940523384578,8.103727714748784,4.376012965964344,0.0002723368960581295,0.0013021306358659143
0,0.01,0.0,0.03034735169621571,12.641815235008103,8.103727714748784,0.0017792128742757077,0.003983607045796557
0,0.01,0.001,0.029886859812127062,11.345218800648297,7.455429497568882,0.00147465264273367,0.004070308557444496
0,0.01,0.005,0.02901456870004955,10.53484602917342,6.158833063209076,0.0011668819881814655,0.004766564783877621
0,0.01,0.01,0.028498576084650905,9.886547811993516,4.862236628849271,0.0008028343660522471,0.0033236387527967193
0,0.01,0.02,0.027353153809851025,7.6175040518638575,4.213938411669368,0.00011281253693232349,0.0005207620293501471
0,0.015,0.0,0.0286444700016332,11.345218800648297,6.645056726094004,0.0009884212779293154,0.00267208445864893
0,0.015,0.001,0.02985772774238945,11.021069692058347,5.834683954619125,0.0007894736907835526,0.0028209997118074565
0,0.015,0.005,0.027044756954462363,9.886547811993516,5.186385737439222,0.0003832399413415269,0.0009233848579085637
0,0.015,0.01,0.026136704710003403,9.076175040518638,4.538087520259319,0.00022124739544958548,0.001094460154466702
0,0.015,0.02,0.026220921968003862,8.103727714748784,4.213938411669368,0.0006416397485239894,0.002538917372170286
0,0.02,0.0,0.028809124015474172,10.85899513776337,6.645056726094004,0.000435336018154069,0.001737818657975906
0,0.02,0.001,0.027737383162658145,10.21069692058347,5.6726094003241485,0.00031717716253036837,0.0011396695041285998
0,0.02,0.005,0.028382378402739834,9.724473257698541,4.862236628849271,0.00042004487274436653,0.0016777056856864783
0,0.02,0.01,0.02699659855040161,8.427876823338735,4.213938411669368,0.0007113702566149443,0.0025976063069871966
0,0.02,0.02,0.02815541555213726,6.807131280388978,3.889789303079417,0.0018134841227462426,0.0058923217112873336
0,0.025,0.0,0.030392058020104317,9.562398703403566,5.186385737439222,0.0004937522222717145,0.00152539970082432
0,0.025,0.001,0.029616960632113755,9.562398703403566,5.348460291734198,0.0002465682517072814,0.000877036258240218
0,0.025,0.005,0.02908600554014553,8.103727714748784,4.051863857374392,0.00028792211606782465,0.001066022196071684
0,0.025,0.01,0.02888971965379758,7.941653160453808,3.889789303079417,0.00046672571052634303,0.00186041339224717
0,0.025,0.02,0.029359220798108467,7.13128038897893,4.213938411669368,0.0011339510090387426,0.0035726145195419247
0,0.03,0.0,0.03043858810819024,10.85899513776337,5.834683954619125,0.0001922503985123147,0.0011260142566601051
0,0.03,0.001,0.031585651018224234,10.048622366288493,5.6726094003241485,0.00017862135206899699,0.0009325832120891925
0,0.03,0.005,0.0312081245970343,8.914100486223662,5.024311183144246,0.0002525391432019876,0.001287689502544536
0,0.03,0.01,0.031032887848222904,7.13128038897893,4.376012965964344,0.0004734395298447519,0.001763362748693196
0,0.03,0.02,0.029972067262814022,7.293354943273905,4.538087520259319,0.0017719325774708636,0.005957150718099325
0,0.035,0.0,0.03341935491687094,10.372771474878444,5.9967585089141,0.00010662087135526942,0.0010527684241951813
0,0.035,0.001,0.0329089034825423,9.562398703403566,5.348460291734198,0.00018761003523081227,0.0010530567642350747
0,0.035,0.005,0.03253176507230104,8.26580226904376,5.348460291734198,0.0005164067072041639,0.0023073004959073694
0,0.035,0.01,0.029942153477780675,8.427876823338735,5.348460291734198,0.001225231530776209,0.004129826734918645
0,0.035,0.02,0.031321582924676385,7.455429497568882,4.538087520259319,0.0014360645353427347,0.005015527847112335
0,0.04,0.0,0.034168933915862836,10.53484602917342,6.482982171799027,0.00031183055669599814,0.001097337142709121
0,0.04,0.001,0.03334123546420971,9.40032414910859,6.158833063209076,0.00046206060662058653,0.0015358340530998826
0,0.04,0.005,0.03342926196332931,8.914100486223662,5.834683954619125,0.0006953363220955084,0.002713371631613325
0,0.04,0.01,0.03150765693675794,7.455429497568882,5.186385737439222,0.0009915569097764232,0.003949215957110081
0,0.04,0.02,0.03143796877675319,6.807131280388978,4.051863857374392,0.0018569200053085728,0.006505937927646538
