,pc0,pc1,nmad,sigma_3,sigma_5,mean_res,max_res
0,0.019,0.0,0.02317250327482326,8.752025931928689,4.700162074554295,0.00019659943714315934,0.0007222835894769625
0,0.02,0.0,0.02330105751024046,8.752025931928689,4.538087520259319,0.00016506509687964506,0.00052476833920562
0,0.021,0.0,0.024384448001041455,8.914100486223662,4.538087520259319,0.0001537471164196762,0.0008196482223165483
0,0.022,0.0,0.024306420504054866,8.589951377633712,4.538087520259319,0.00010180972188528224,0.0003982139801236757
0,0.023,0.0,0.024486364480400227,9.076175040518638,4.700162074554295,5.714366614008699e-05,0.0003774810121216639
0,0.024,0.0,0.024842629958799912,8.103727714748784,4.538087520259319,6.639993817728888e-05,0.00043502217849102206
0,0.025,0.0,0.02541544142590056,7.6175040518638575,4.376012965964344,0.0003715039651891727,0.0014495520847999299
0,0.026,0.0,0.025687174401516383,7.293354943273905,4.051863857374392,0.00021950191501113602,0.0013461908917924434
0,0.027,0.0,0.02591029356630371,7.941653160453808,4.700162074554295,0.00028232940807617577,0.0013401842000980522
0,0.028,0.0,0.02685677133254246,8.26580226904376,4.700162074554295,0.0002452521058999657,0.0011988353378003123
