,pc0,pc1,nmad,sigma_3,sigma_5,mean_res,max_res
0,0.019,0.0,0.025748210891514006,10.372771474878444,5.348460291734198,0.00045912728237426946,0.0012951051922131473
0,0.02,0.0,0.02610499552751268,10.53484602917342,5.186385737439222,0.00039487645730073705,0.001416914653517311
0,0.021,0.0,0.026292048698617034,10.85899513776337,5.186385737439222,0.0002914624099376285,0.0009925879979635953
0,0.022,0.0,0.02579294048089122,10.85899513776337,5.348460291734198,0.00022598925202123844,0.0009506508922953546
0,0.023,0.0,0.025990056067949317,10.696920583468396,4.700162074554295,0.00018399501934966844,0.0007369720399068045
0,0.024,0.0,0.026566296254736787,10.372771474878444,4.538087520259319,0.00017533881660852942,0.0006475663849108154
0,0.025,0.0,0.02605486169472614,9.886547811993516,5.024311183144246,0.0002866074460437915,0.0011135546669585885
0,0.026,0.0,0.02605824581873907,9.886547811993516,5.024311183144246,0.00018569539609399356,0.0010402775262253628
0,0.027,0.0,0.02648159086836481,9.40032414910859,4.538087520259319,0.00026706999329572403,0.0016533933129937637
0,0.028,0.0,0.027042296985643765,9.238249594813615,5.348460291734198,0.0003018543760709547,0.0018108226392987582
