,pc0,pc1,nmad,sigma_3,sigma_5,mean_res,max_res
0,0.019,0.0,0.1767545247054688,31.118314424635336,21.88006482982172,0.014587808722749904,0.03958388118159192
0,0.02,0.0,0.17363109680901206,31.442463533225286,22.366288492706644,0.013969121410783568,0.036171945319103435
0,0.021,0.0,0.17156427648688352,32.414910858995135,23.824959481361425,0.013279460759150506,0.035428229101642165
0,0.022,0.0,0.17037573325857255,32.414910858995135,23.176661264181522,0.013384904072244873,0.03732462154408533
0,0.023,0.0,0.1752462704178432,32.414910858995135,21.88006482982172,0.01282422790655072,0.03359933270225995
0,0.024,0.0,0.18283183769688774,33.54943273905997,23.824959481361425,0.012175182348120593,0.031375038164142784
0,0.025,0.0,0.1731487743947787,32.414910858995135,23.66288492706645,0.011633573001575637,0.029278210929542473
0,0.026,0.0,0.17454370323075552,32.57698541329012,23.014586709886547,0.011679274720081663,0.030560430471235193
0,0.027,0.0,0.17318030432397757,33.22528363047002,23.500810372771475,0.012995032347921572,0.031098870558392933
0,0.028,0.0,0.1717018117616104,32.25283630470016,22.20421393841167,0.013095158395246114,0.033336464881625345
