,dataset_size,nmad,sigma_3,sigma_5,mean_res,max_res
0,1859.0,0.15660718910515736,29.17341977309562,18.962722852512158,0.013436335818956906,0.029979960743336774
0,1766.0,0.17037933216869403,31.980519480519483,22.24025974025974,0.016273996292922293,0.0481103468240181
0,1673.0,0.17173307826720446,30.30794165316045,21.71799027552674,0.018171547881706874,0.04404357971451049
0,1580.0,0.17242569669534255,33.71150729335494,22.366288492706644,0.014555866784434027,0.04352158423849572
0,1487.0,0.15456693010156183,31.493506493506494,21.428571428571427,0.01371040735422537,0.03829726077875964
0,1394.0,0.18206041560233271,30.14586709886548,22.52836304700162,0.021536593514568454,0.05566416079288492
0,1301.0,0.17149601278791368,32.90113452188007,22.366288492706644,0.015924499890064437,0.04161842577904314
0,1208.0,0.15373073050775693,30.79416531604538,23.500810372771475,0.012492012445757978,0.03141164523898621
0,1115.0,0.18834758619209602,34.52188006482982,25.76985413290113,0.016164818371794613,0.04523456525433641
0,1022.0,0.1530041553270179,28.200972447325768,19.773095623987032,0.01305564414837412,0.03161349987323392
0,929.0,0.16762239202876145,27.27272727272727,22.4025974025974,0.018448854797639625,0.04412835564400407
0,836.0,0.18443927869244886,31.118314424635336,22.042139384116695,0.01623623086012431,0.04027546660734344
0,743.0,0.16689594267591956,27.92207792207792,19.805194805194805,0.01636981647578357,0.038678489212096025
0,650.0,0.18773212458305058,31.442463533225286,24.311183144246353,0.02143880730857506,0.04367708381191207
0,557.0,0.19644219450054584,28.455284552845526,21.463414634146343,0.02325506388618325,0.05989115090429474
0,464.0,0.15676972286716226,27.110389610389614,18.66883116883117,0.012794037697090886,0.03430778579084486
0,371.0,0.18182380351190197,28.943089430894307,21.30081300813008,0.016251674147601092,0.03757690419804802
0,278.0,0.19416092231721507,33.00813008130081,24.065040650406505,0.014800954793481515,0.038169467135215115
0,185.0,0.17480025719015982,29.497568881685577,20.583468395461914,0.01313585978142561,0.034562618708962496
0,92.0,0.16237697871527357,37.68352365415987,28.548123980424144,0.008072909950915684,0.024372375748327173
0,60.0,0.19452413023572063,27.876823338735818,22.042139384116695,0.02293666984789636,0.04916967504747963
0,40.0,0.2953859782490903,33.54943273905997,26.742301458670987,0.041489208916694054,0.08794869330262262
0,20.0,0.25907074698301563,48.78444084278768,40.356564019448946,0.04290093821866013,0.11628563313244931
0,1859.0,0.15660718910515736,29.17341977309562,18.962722852512158,0.013436335818956906,0.029979960743336774
0,1766.0,0.16058077055839756,29.65964343598055,20.907617504051863,0.01840372595150778,0.044443658470036736
0,1673.0,0.18248026476396856,30.89430894308943,23.2520325203252,0.013582400767244266,0.035363066408884085
0,1580.0,0.1678759898656866,30.63209076175041,19.773095623987032,0.014673205546826239,0.03771550835555759
0,1487.0,0.18033280952208292,25.649350649350648,18.181818181818183,0.014540769815811264,0.03870935594124498
0,1394.0,0.18131698630372597,33.33333333333333,21.951219512195124,0.018800243275765856,0.051069291862405504
0,1301.0,0.1463948297465023,28.038897893030796,19.448946515397083,0.015739270502211317,0.050363505018199146
0,1208.0,0.17388377311889447,27.22852512155591,18.638573743922205,0.017424800498873586,0.041016590991587026
0,1115.0,0.17334362897681652,29.65964343598055,20.583468395461914,0.01686078875002154,0.04138597835625474
0,1022.0,0.17297810678092226,29.3354943273906,19.611021069692057,0.016523540833922764,0.04987819760604647
0,929.0,0.18120589652000407,34.74025974025974,23.53896103896104,0.021810064469531702,0.06246087840457376
0,836.0,0.17467524094087353,32.739059967585085,24.149108589951375,0.01828631282767824,0.04236969084297366
0,743.0,0.17084412353238781,32.414910858995135,21.231766612641813,0.009799760492295964,0.03112733795209137
0,650.0,0.1778713342946511,29.3354943273906,20.42139384116694,0.015549247971212378,0.041677629315131866
0,557.0,0.18423888648132974,31.33116883116883,24.83766233766234,0.01067706356489771,0.02704573161111548
0,464.0,0.198044923626376,27.55267423014587,19.611021069692057,0.012198959334086927,0.029674887075873298
0,371.0,0.17265446119934863,27.39059967585089,21.231766612641813,0.014232801479018549,0.03666373986152993
0,278.0,0.19217242790847663,30.30794165316045,23.014586709886547,0.011274198820450465,0.03200128242914592
0,185.0,0.20721830998388413,29.87012987012987,20.616883116883116,0.015594704274949737,0.044321202743248
0,92.0,0.18608370214324627,31.21951219512195,22.439024390243905,0.02087874487457695,0.0562511012949567
0,60.0,0.2008968176363198,36.807817589576544,26.384364820846905,0.012449454715235881,0.03270701783301194
0,40.0,0.25775789013494516,50.97402597402597,43.993506493506494,0.021159745971455476,0.05696003713698436
0,20.0,0.3578520919246034,52.0259319286872,38.573743922204216,0.05563728015915206,0.1554354002171654
0,1859.0,0.15660718910515736,29.17341977309562,18.962722852512158,0.013436335818956906,0.029979960743336774
0,1766.0,0.18901711326773632,29.65964343598055,23.3387358184765,0.023120587858204075,0.049554852034791395
0,1673.0,0.16005793280750905,31.442463533225286,23.500810372771475,0.011600956486389868,0.031448696276149206
0,1580.0,0.1555679454070374,33.54943273905997,22.52836304700162,0.017128664459938023,0.04817664762546301
0,1487.0,0.16929246565355932,27.71474878444084,17.3419773095624,0.017989327579664184,0.04279588429165751
0,1394.0,0.1630416756028118,32.25283630470016,22.20421393841167,0.019864768917528936,0.05282165267623096
0,1301.0,0.17349064472776493,31.280388978930308,20.74554294975689,0.016628493683886473,0.04832109452009887
0,1208.0,0.17700600985507486,30.30794165316045,23.176661264181522,0.017289202489186063,0.04560057015104637
0,1115.0,0.15255459986648176,33.4959349593496,24.715447154471544,0.01821040751811229,0.046683634260507936
0,1022.0,0.16581760274140883,28.733766233766232,18.66883116883117,0.020436792196370686,0.05303512087238105
0,929.0,0.17830799772709932,29.87012987012987,19.967532467532468,0.016200993126208083,0.04772027448099826
0,836.0,0.1818543458200981,32.25283630470016,23.014586709886547,0.011363081983585484,0.03002494873018909
0,743.0,0.1718801580111845,33.54943273905997,25.93192868719611,0.012976408332366123,0.033038791259804204
