,dataset_size,nmad,sigma_3,sigma_5,mean_res,max_res
0,1859.0,0.04462684256214088,13.614262560777956,7.13128038897893,0.0005540579823092427,0.001842294754277259
0,1766.0,0.04299532786812131,14.26256077795786,9.562398703403566,0.0012227358452321735,0.004206622638021396
0,1673.0,0.041023400393308665,14.100486223662884,8.427876823338735,0.0007952049070937372,0.0024421667651831143
0,1580.0,0.044904375845997276,13.776337115072934,9.562398703403566,0.0010465287280676818,0.0026813724787302473
0,1487.0,0.044096017740177657,14.58670988654781,9.724473257698541,0.0017978183342769415,0.0040339763460922225
0,1394.0,0.04370563548406081,12.965964343598054,8.589951377633712,0.0010155119271845598,0.004178040722288409
0,1301.0,0.0411121860288901,13.7987012987013,8.116883116883116,0.0013836984785684284,0.005221086320789116
0,1208.0,0.04548198686083256,12.641815235008103,7.455429497568882,0.0017215665976909253,0.005612217441452213
0,1115.0,0.04584943383094381,14.123376623376624,7.792207792207792,0.0024064409952937846,0.007328556914553498
0,1022.0,0.04313715440790372,13.290113452188008,9.076175040518638,0.0025116315336114877,0.009265805884731124
0,929.0,0.04446104930071729,13.12803889789303,7.455429497568882,0.0020927611258545445,0.006441006295432925
0,836.0,0.047085715149549075,12.965964343598054,7.941653160453808,0.0014710185073595712,0.004358182241155788
0,743.0,0.044105175065809354,13.614262560777956,9.076175040518638,0.001125084145830841,0.003358006744338585
0,650.0,0.04674441198371862,14.424635332252835,8.427876823338735,0.004026521653541232,0.01281164181096018
0,557.0,0.04503688684843986,14.424635332252835,7.941653160453808,0.002605748742369596,0.007991055780317067
0,464.0,0.046261248077216204,18.962722852512158,12.317666126418152,0.0020543021134174066,0.006772993099161167
0,371.0,0.04917777854340101,19.124797406807133,12.155591572123177,0.0032078615182807822,0.011596972339449004
0,278.0,0.04775285459300882,20.42139384116694,11.345218800648297,0.005210093053300562,0.013882928410079997
0,185.0,0.058696011891023255,29.821717990275527,18.80064829821718,0.008231589723578106,0.02275846237659399
0,92.0,0.06185641972282782,32.84552845528455,21.951219512195124,0.009725950542283819,0.02507650326155552
0,60.0,0.10460511067565627,54.29497568881686,42.62560777957861,0.017367971623090745,0.051701037673064235
0,60.0,0.10460511067565627,54.29497568881686,42.62560777957861,0.017367971623090745,0.051701037673064235
0,40.0,0.12048788556414565,55.59157212317666,43.43598055105348,0.025381361841427516,0.06724055593482446
0,20.0,0.12584014759321857,58.83306320907617,50.405186385737444,0.03165161429110422,0.10684936038044134
0,1859.0,0.04462684256214088,13.614262560777956,7.13128038897893,0.0005540579823092427,0.001842294754277259
0,1766.0,0.04299532786812131,14.26256077795786,9.562398703403566,0.0012227358452321735,0.004206622638021396
0,1673.0,0.041023400393308665,14.100486223662884,8.427876823338735,0.0007952049070937372,0.0024421667651831143
0,1580.0,0.044904375845997276,13.776337115072934,9.562398703403566,0.0010465287280676818,0.0026813724787302473
0,1487.0,0.044096017740177657,14.58670988654781,9.724473257698541,0.0017978183342769415,0.0040339763460922225
0,1394.0,0.04370563548406081,12.965964343598054,8.589951377633712,0.0010155119271845598,0.004178040722288409
0,1301.0,0.0411121860288901,13.7987012987013,8.116883116883116,0.0013836984785684284,0.005221086320789116
0,1208.0,0.04548198686083256,12.641815235008103,7.455429497568882,0.0017215665976909253,0.005612217441452213
0,1115.0,0.04584943383094381,14.123376623376624,7.792207792207792,0.0024064409952937846,0.007328556914553498
0,1022.0,0.04313715440790372,13.290113452188008,9.076175040518638,0.0025116315336114877,0.009265805884731124
0,929.0,0.04446104930071729,13.12803889789303,7.455429497568882,0.0020927611258545445,0.006441006295432925
0,836.0,0.047085715149549075,12.965964343598054,7.941653160453808,0.0014710185073595712,0.004358182241155788
0,743.0,0.044105175065809354,13.614262560777956,9.076175040518638,0.001125084145830841,0.003358006744338585
0,650.0,0.04674441198371862,14.424635332252835,8.427876823338735,0.004026521653541232,0.01281164181096018
0,557.0,0.04503688684843986,14.424635332252835,7.941653160453808,0.002605748742369596,0.007991055780317067
0,464.0,0.046261248077216204,18.962722852512158,12.317666126418152,0.0020543021134174066,0.006772993099161167
0,371.0,0.04917777854340101,19.124797406807133,12.155591572123177,0.0032078615182807822,0.011596972339449004
0,278.0,0.04775285459300882,20.42139384116694,11.345218800648297,0.005210093053300562,0.013882928410079997
0,185.0,0.058696011891023255,29.821717990275527,18.80064829821718,0.008231589723578106,0.02275846237659399
0,92.0,0.06185641972282782,32.84552845528455,21.951219512195124,0.009725950542283819,0.02507650326155552
0,60.0,0.10460511067565627,54.29497568881686,42.62560777957861,0.017367971623090745,0.051701037673064235
0,40.0,0.09344477927976451,57.37439222042139,43.27390599675851,0.031214930035313906,0.08693500309306962
0,20.0,0.12584014759321857,58.83306320907617,50.405186385737444,0.03165161429110422,0.10684936038044134
0,1859.0,0.04462684256214088,13.614262560777956,7.13128038897893,0.0005540579823092427,0.001842294754277259
0,1766.0,0.04299532786812131,14.26256077795786,9.562398703403566,0.0012227358452321735,0.004206622638021396
0,1673.0,0.041023400393308665,14.100486223662884,8.427876823338735,0.0007952049070937372,0.0024421667651831143
0,1580.0,0.044904375845997276,13.776337115072934,9.562398703403566,0.0010465287280676818,0.0026813724787302473
0,1487.0,0.044096017740177657,14.58670988654781,9.724473257698541,0.0017978183342769415,0.0040339763460922225
0,1394.0,0.04370563548406081,12.965964343598054,8.589951377633712,0.0010155119271845598,0.004178040722288409
0,1301.0,0.0411121860288901,13.7987012987013,8.116883116883116,0.0013836984785684284,0.005221086320789116
0,1208.0,0.04548198686083256,12.641815235008103,7.455429497568882,0.0017215665976909253,0.005612217441452213
0,1115.0,0.04584943383094381,14.123376623376624,7.792207792207792,0.0024064409952937846,0.007328556914553498
0,1022.0,0.04313715440790372,13.290113452188008,9.076175040518638,0.0025116315336114877,0.009265805884731124
0,929.0,0.04446104930071729,13.12803889789303,7.455429497568882,0.0020927611258545445,0.006441006295432925
0,836.0,0.047085715149549075,12.965964343598054,7.941653160453808,0.0014710185073595712,0.004358182241155788
0,743.0,0.044105175065809354,13.614262560777956,9.076175040518638,0.001125084145830841,0.003358006744338585
0,650.0,0.04674441198371862,14.424635332252835,8.427876823338735,0.004026521653541232,0.01281164181096018
0,557.0,0.04503688684843986,14.424635332252835,7.941653160453808,0.002605748742369596,0.007991055780317067
0,464.0,0.046261248077216204,18.962722852512158,12.317666126418152,0.0020543021134174066,0.006772993099161167
0,371.0,0.04917777854340101,19.124797406807133,12.155591572123177,0.0032078615182807822,0.011596972339449004
0,278.0,0.04775285459300882,20.42139384116694,11.345218800648297,0.005210093053300562,0.013882928410079997
0,185.0,0.058696011891023255,29.821717990275527,18.80064829821718,0.008231589723578106,0.02275846237659399
0,92.0,0.06185641972282782,32.84552845528455,21.951219512195124,0.009725950542283819,0.02507650326155552
0,60.0,0.10460511067565627,54.29497568881686,42.62560777957861,0.017367971623090745,0.051701037673064235
0,40.0,0.09344477927976451,57.37439222042139,43.27390599675851,0.031214930035313906,0.08693500309306962
0,20.0,0.12584014759321857,58.83306320907617,50.405186385737444,0.03165161429110422,0.10684936038044134
0,1859.0,0.04462684256214088,13.614262560777956,7.13128038897893,0.0005540579823092427,0.001842294754277259
0,1766.0,0.04299532786812131,14.26256077795786,9.562398703403566,0.0012227358452321735,0.004206622638021396
0,1673.0,0.041023400393308665,14.100486223662884,8.427876823338735,0.0007952049070937372,0.0024421667651831143
0,1580.0,0.044904375845997276,13.776337115072934,9.562398703403566,0.0010465287280676818,0.0026813724787302473
0,1487.0,0.044096017740177657,14.58670988654781,9.724473257698541,0.0017978183342769415,0.0040339763460922225
0,1394.0,0.04370563548406081,12.965964343598054,8.589951377633712,0.0010155119271845598,0.004178040722288409
0,1301.0,0.0411121860288901,13.7987012987013,8.116883116883116,0.0013836984785684284,0.005221086320789116
0,1208.0,0.04548198686083256,12.641815235008103,7.455429497568882,0.0017215665976909253,0.005612217441452213
0,1115.0,0.04584943383094381,14.123376623376624,7.792207792207792,0.0024064409952937846,0.007328556914553498
0,1022.0,0.04313715440790372,13.290113452188008,9.076175040518638,0.0025116315336114877,0.009265805884731124
0,929.0,0.04446104930071729,13.12803889789303,7.455429497568882,0.0020927611258545445,0.006441006295432925
0,836.0,0.047085715149549075,12.965964343598054,7.941653160453808,0.0014710185073595712,0.004358182241155788
0,743.0,0.044105175065809354,13.614262560777956,9.076175040518638,0.001125084145830841,0.003358006744338585
0,650.0,0.04674441198371862,14.424635332252835,8.427876823338735,0.004026521653541232,0.01281164181096018
0,557.0,0.04503688684843986,14.424635332252835,7.941653160453808,0.002605748742369596,0.007991055780317067
0,464.0,0.046261248077216204,18.962722852512158,12.317666126418152,0.0020543021134174066,0.006772993099161167
0,371.0,0.04917777854340101,19.124797406807133,12.155591572123177,0.0032078615182807822,0.011596972339449004
0,278.0,0.04775285459300882,20.42139384116694,11.345218800648297,0.005210093053300562,0.013882928410079997
0,185.0,0.058696011891023255,29.821717990275527,18.80064829821718,0.008231589723578106,0.02275846237659399
0,92.0,0.06185641972282782,32.84552845528455,21.951219512195124,0.009725950542283819,0.02507650326155552
